ID,CPUname,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor,price,cpuMark,cpuValue,threadMark,threadValue,TDP,powerPerf,cores,testDate,socket,category
270,Intel Xeon E7-8880 v3,CPU,2015-06-01,22.0,150.0,160.0,1400.0,2300.0,Intel,Intel,133.0,18244,137.17,1612,12.12,150.0,121.63,18,2016,LGA2011-1,Server
285,Intel Xeon E3-1285 v4,CPU,2015-06-02,14.0,95.0,160.0,1400.0,3500.0,Intel,Intel,,7614,,2260,,95.0,80.15,4,2018,FCLGA1150,Server
533,Intel Core i7-6700,CPU,2015-07-01,14.0,65.0,,,3400.0,Intel,Intel,255.0,8078,31.68,2300,9.02,65.0,124.27,4,2015,LGA 1151,Desktop
319,Intel Core i5-6500,CPU,2015-07-02,14.0,65.0,177.0,,3200.0,Intel,Intel,129.0,5655,43.84,2123,16.46,65.0,87,4,2015,LGA 1151,Desktop
566,Intel Core i5-6600,CPU,2015-07-02,14.0,65.0,177.0,,3300.0,Intel,Intel,119.0,6107,51.32,2284,19.2,65.0,93.96,4,2015,LGA 1151,Desktop
366,Intel Core i5-6600K,CPU,2015-07-02,14.0,95.0,,,3500.0,Intel,Intel,135.0,6307,46.72,2332,17.27,91.0,69.31,4,2015,FCLGA1151,Desktop
211,Intel Core i5-6400,CPU,2015-07-02,14.0,65.0,177.0,,2700.0,Intel,Intel,129.99,5163,39.72,1964,15.11,65.0,79.43,4,2015,LGA 1151,Desktop
282,Intel Core i7-6700K,CPU,2015-08-01,14.0,95.0,,,4000.0,Intel,Intel,230.0,8967,38.99,2520,10.96,95.0,94.39,4,2015,LGA1151,Desktop
294,Intel Core i3-6300,CPU,2015-09-01,14.0,51.0,150.0,1400.0,3800.0,Intel,Intel,163.49,4386,26.83,2295,14.04,51.0,86,2,2015,LGA 1151,Desktop
618,Intel Core i3-6320,CPU,2015-09-01,14.0,51.0,150.0,1400.0,3900.0,Intel,Intel,145.0,4372,30.15,2343,16.16,51.0,85.73,2,2015,LGA 1151,Desktop
573,Intel Pentium G4400,CPU,2015-09-01,14.0,51.0,150.0,1400.0,3300.0,Intel,Intel,97.41,2599,26.68,2024,20.78,54.0,48.13,2,2015,FCLGA1151,Desktop
124,Intel Core i7-6700T,CPU,2015-09-01,14.0,35.0,,,2800.0,Intel,Intel,299.0,7271,24.32,2091,6.99,35.0,207.74,4,2015,LGA 1151,Desktop
125,Intel Celeron G3900,CPU,2015-09-01,14.0,51.0,150.0,1400.0,2800.0,Intel,Intel,77.95,2212,28.38,1718,22.05,51.0,43.38,2,2016,FCLGA1151,Desktop
157,Intel Celeron G3920,CPU,2015-09-01,14.0,51.0,150.0,1400.0,2900.0,Intel,Intel,1018.0,2310,2.27,1740,1.71,51.0,45.3,2,2016,FCLGA1151,Desktop
35,Intel Pentium G4500,CPU,2015-09-01,14.0,51.0,150.0,1400.0,3500.0,Intel,Intel,166.67,2734,16.4,2135,12.81,51.0,53.61,2,2015,FCLGA1151,Desktop
390,Intel Core i3-6100,CPU,2015-09-01,14.0,51.0,150.0,1400.0,3700.0,Intel,Intel,131.51,4177,31.76,2220,16.88,51.0,81.9,2,2015,LGA 1151,Desktop
647,Intel Pentium G4520,CPU,2015-09-01,14.0,51.0,150.0,1400.0,3600.0,Intel,Intel,137.99,2926,21.2,2200,15.94,51.0,57.37,2,2015,FCLGA1151,Desktop
388,Intel Core i7-6700TE,CPU,2015-09-01,14.0,35.0,,,2400.0,Intel,Intel,,6734,,2012,,35.0,192.4,4,2016,LGA 1151,Desktop
144,Intel Xeon E3-1280 v5,CPU,2015-10-19,14.0,80.0,160.0,1400.0,3700.0,Intel,Intel,395.0,8320,21.06,2343,5.93,80.0,104,4,2016,FCLGA1151,Server
1076,AMD A10-7890K,CPU,2016-01-11,28.0,95.0,246.0,1178.0,4000.0,Unknown,AMD,161.99,3477,21.46,1566,9.67,95.0,36.6,2,2016,FM2+,Desktop
315,Intel Core i5-6350HQ,CPU,2016-01-24,14.0,45.0,,,2300.0,Intel,Intel,306.0,4255,13.9,1420,4.64,45.0,94.55,4,2021,LGA 1151,Laptop
420,Intel Core i7-6900K,CPU,2016-05-31,14.0,140.0,,,3200.0,Intel,Intel,384.95,14291,37.13,2361,6.13,140.0,102.08,8,2016,FCLGA2011-3,Desktop
446,Intel Core i7-6800K,CPU,2016-05-31,14.0,140.0,,,3400.0,Intel,Intel,259.99,10681,41.08,2272,8.74,140.0,76.29,6,2016,LGA2011-v3,Desktop
274,Intel Core i7-6950X,CPU,2016-05-31,14.0,140.0,,3800.0,3000.0,Intel,Intel,377.32,17142,45.43,2334,6.19,140.0,122.44,10,2016,LGA2011-v3,Desktop
703,Intel Core i7-6850K,CPU,2016-05-31,14.0,140.0,,,3600.0,Intel,Intel,326.97,11295,34.54,2407,7.36,140.0,80.68,6,2016,FCLGA2011-3,Desktop
380,Intel Pentium G4600T,CPU,2017-01-03,14.0,35.0,,,3000.0,Intel,Intel,117.99,3130,26.53,1843,15.62,35.0,89.43,2,2017,FCLGA1151,Desktop
276,Intel Celeron G3930T,CPU,2017-01-03,14.0,35.0,,,2700.0,Intel,Intel,97.17,2109,21.7,1650,16.98,35.0,60.26,2,2018,FCLGA1151,Desktop
687,Intel Core i3-7320,CPU,2017-01-03,14.0,51.0,,,4100.0,Intel,Intel,177.19,4856,27.4,2499,14.1,51.0,95.21,2,2017,FCLGA1151,Desktop
99,Intel Core i3-7350K,CPU,2017-01-03,14.0,60.0,,,4200.0,Intel,Intel,250.8,4819,19.22,2493,9.94,60.0,80.32,2,2017,FCLGA1151,Desktop
310,Intel Core i3-7300T,CPU,2017-01-03,14.0,35.0,,,3500.0,Intel,Intel,181.59,4159,22.9,2128,11.72,35.0,118.82,2,2017,FCLGA1151,Desktop
636,Intel Core i7-7700T,CPU,2017-01-03,14.0,35.0,,,2900.0,Intel,Intel,390.0,7561,19.39,2156,5.53,35.0,216.04,4,2017,FCLGA1151,Desktop
637,Intel Celeron G3930,CPU,2017-01-03,14.0,51.0,,,2900.0,Intel,Intel,179.88,2270,12.62,1794,9.97,51.0,44.51,2,2017,FCLGA1151,Desktop
64,Intel Core i5-7600,CPU,2017-01-03,14.0,65.0,,,3500.0,Intel,Intel,169.99,6598,38.81,2476,14.57,65.0,101.5,4,2017,FCLGA1151,Desktop
642,Intel Core i3-7100,CPU,2017-01-03,14.0,51.0,,,3900.0,Intel,Intel,127.99,4342,33.92,2338,18.27,51.0,85.13,2,2017,FCLGA1151,Desktop
574,Intel Core i5-7400,CPU,2017-01-03,14.0,65.0,,,3000.0,Intel,Intel,175.0,5499,31.42,2103,12.01,65.0,84.6,4,2017,FCLGA1151,Desktop
711,Intel Core i7-7700K,CPU,2017-01-03,14.0,91.0,,,4200.0,Intel,Intel,349.44,9658,27.64,2730,7.81,95.0,101.66,4,2016,LGA 1151,Desktop
547,Intel Pentium G4560T,CPU,2017-01-03,14.0,35.0,,,2900.0,Intel,Intel,231.9,2909,12.54,1708,7.36,35.0,83.11,2,2017,FCLGA1151,Desktop
346,Intel Core i5-7600T,CPU,2017-01-03,14.0,35.0,,,2800.0,Intel,Intel,298.0,6073,20.38,2231,7.49,35.0,173.5,4,2017,FCLGA1151,Desktop
544,Intel Celeron G3950,CPU,2017-01-03,14.0,51.0,,,3000.0,Intel,Intel,143.0,2369,16.56,1811,12.66,51.0,46.45,2,2017,FCLGA1151,Desktop
537,Intel Core i5-7500,CPU,2017-01-03,14.0,65.0,,,3400.0,Intel,Intel,165.99,6064,36.53,2284,13.76,65.0,93.3,4,2016,LGA1151,Desktop
359,Intel Pentium G4560,CPU,2017-01-03,14.0,51.0,,,3500.0,Intel,Intel,168.0,3513,20.91,2103,12.52,54.0,65.06,2,2017,FCLGA1151,Desktop
516,Intel Core i7-7700,CPU,2017-01-03,14.0,65.0,,,3600.0,Intel,Intel,219.99,8638,39.27,2472,11.24,65.0,132.9,4,2016,LGA1151,Desktop
162,Intel Core i5-7500T,CPU,2017-01-03,14.0,35.0,,,2700.0,Intel,Intel,188.98,5319,28.15,1964,10.39,35.0,151.97,4,2017,FCLGA1151,Desktop
646,Intel Pentium G4600,CPU,2017-01-03,14.0,51.0,,,3600.0,Intel,Intel,104.94,3605,34.36,2186,20.83,51.0,70.69,2,2017,FCLGA1151,Desktop
733,Intel Core i3-7100T,CPU,2017-01-03,14.0,35.0,,,3400.0,Intel,Intel,149.88,3787,25.27,2007,13.39,35.0,108.2,2,2017,FCLGA1151,Desktop
464,Intel Pentium G4620,CPU,2017-01-03,14.0,51.0,,,3700.0,Intel,Intel,146.0,3777,25.87,2268,15.53,51.0,74.06,2,2017,FCLGA1151,Desktop
447,Intel Core i5-7400T,CPU,2017-01-03,14.0,35.0,,,2400.0,Intel,Intel,174.85,4710,26.94,1763,10.08,35.0,134.57,4,2016,LGA1151,Desktop
403,Intel Core i5-7600K,CPU,2017-01-03,14.0,91.0,,,3800.0,Intel,Intel,165.99,6869,41.38,2566,15.46,91.0,75.49,4,2017,FCLGA1151,Desktop
48,Intel Core i3-7300,CPU,2017-01-03,14.0,51.0,,,4000.0,Intel,Intel,299.99,4703,15.68,2423,8.08,51.0,92.23,2,2017,FCLGA1151,Desktop
488,Intel Core i5-7300HQ,CPU,2017-01-03,14.0,45.0,,,2500.0,Intel,Intel,,5104,,1967,,45.0,113.42,4,2017,unknown,Laptop
771,AMD Ryzen 7 1800X,CPU,2017-03-02,14.0,95.0,192.0,4800.0,3600.0,GF,AMD,178.03,16306,91.59,2186,12.28,95.0,171.64,8,2017,AM4,Desktop
1066,AMD Ryzen 7 1700,CPU,2017-03-02,14.0,65.0,192.0,4800.0,3000.0,GF,AMD,152.68,14628,95.81,1985,13.0,65.0,225.05,8,2017,AM4,Desktop
797,AMD Ryzen 7 1700X,CPU,2017-03-02,14.0,95.0,192.0,4800.0,3400.0,GF,AMD,168.06,15496,92.21,2074,12.34,95.0,163.12,8,2017,AM4,Desktop
812,AMD Ryzen 5 1500X,CPU,2017-04-11,14.0,65.0,192.0,4800.0,3500.0,GF,AMD,120.36,9083,75.47,2110,17.53,65.0,139.75,4,2017,AM4,Desktop
1128,AMD Ryzen 5 1600X,CPU,2017-04-11,14.0,95.0,192.0,4800.0,3600.0,GF,AMD,169.46,12943,76.38,2183,12.88,95.0,136.25,6,2017,AM4,Desktop
743,AMD Ryzen 5 1400,CPU,2017-04-11,14.0,65.0,192.0,4800.0,3200.0,GF,AMD,109.65,7783,70.98,1904,17.36,65.0,119.74,4,2017,AM4,Desktop
1102,AMD Ryzen 5 1600,CPU,2017-04-11,14.0,65.0,192.0,4800.0,3200.0,GF,AMD,159.82,12314,77.05,2074,12.98,65.0,189.45,6,2017,AM4,Desktop
177,Intel Core i5-7640X,CPU,2017-06-26,14.0,112.0,,,3900.0,Intel,Intel,65.0,6675,102.69,2511,38.63,112.0,59.6,4,2017,FCLGA2066,Desktop
80,Intel Core i7-7740X,CPU,2017-06-26,14.0,112.0,,,4300.0,Intel,Intel,225.99,9864,43.65,2805,12.41,112.0,88.07,4,2017,FCLGA2066,Desktop
471,Intel Core i7-7800X,CPU,2017-06-26,14.0,140.0,,,3500.0,Intel,Intel,199.99,12864,64.33,2414,12.07,140.0,91.89,6,2017,FCLGA2066,Desktop
527,Intel Core i9-7900X,CPU,2017-06-26,14.0,140.0,,,3300.0,Intel,Intel,269.98,21310,78.93,2594,9.61,140.0,152.21,10,2017,FCLGA2066,Desktop
193,Intel Core i7-7820X,CPU,2017-06-26,14.0,140.0,,,3600.0,Intel,Intel,709.0,17283,24.38,2539,3.58,140.0,123.45,8,2017,FCLGA2066,Desktop
1048,AMD EPYC 7251,CPU,2017-06-29,14.0,120.0,213.0,4800.0,2100.0,GF,AMD,1111.0,14935,13.44,1671,1.5,120.0,124.46,8,2018,SP3,Server
849,AMD EPYC 7551P,CPU,2017-06-29,14.0,180.0,213.0,4800.0,2000.0,GF,AMD,369.99,30313,81.93,1719,4.65,180.0,168.4,32,2018,SP3,Server
861,AMD EPYC 7551,CPU,2017-06-29,14.0,180.0,213.0,4800.0,2000.0,GF,AMD,2974.12,22005,7.4,1736,0.58,180.0,122.25,32,2017,SP3,Server
1136,AMD EPYC 7351P,CPU,2017-06-29,14.0,170.0,213.0,4800.0,2400.0,GF,AMD,739.0,25484,34.48,1809,2.45,155.0,164.41,16,2017,SP3,Server
1181,AMD Ryzen 7 PRO 1700X,CPU,2017-06-29,14.0,95.0,192.0,4800.0,3400.0,GF,AMD,,15530,,2231,,95.0,163.47,8,2017,AM4,Desktop
851,AMD EPYC 7451,CPU,2017-06-29,14.0,180.0,213.0,4800.0,2300.0,GF,AMD,2015.12,20471,10.16,1975,0.98,180.0,113.73,24,2018,SP3,Server
860,AMD EPYC 7301,CPU,2017-06-29,14.0,170.0,213.0,4800.0,2200.0,GF,AMD,1499.98,14991,9.99,1363,0.91,155.0,96.72,16,2019,SP3,Server
1053,AMD Ryzen 5 PRO 1600,CPU,2017-06-29,14.0,65.0,192.0,4800.0,3200.0,GF,AMD,,10401,,1685,,65.0,160.01,6,2017,AM4,Desktop
856,AMD Ryzen 3 PRO 1300,CPU,2017-06-29,14.0,65.0,192.0,4800.0,3200.0,GF,AMD,,7717,,2229,,65.0,118.73,4,2017,AM4,Desktop
781,AMD EPYC 7601,CPU,2017-06-29,14.0,180.0,213.0,4800.0,2200.0,GF,AMD,899.95,42244,46.94,1941,2.16,180.0,234.69,32,2017,SP3,Server
943,AMD EPYC 7281,CPU,2017-06-29,14.0,170.0,213.0,4800.0,2100.0,GF,AMD,1098.95,21230,19.32,1613,1.47,155.0,136.97,16,2017,SP3,Server
887,AMD Ryzen 5 PRO 1500,CPU,2017-06-29,14.0,65.0,192.0,4800.0,3500.0,GF,AMD,,9402,,2158,,65.0,144.65,4,2017,AM4,Desktop
946,AMD Ryzen 7 PRO 1700,CPU,2017-06-29,14.0,65.0,192.0,4800.0,3000.0,GF,AMD,,14590,,2026,,65.0,224.45,8,2017,AM4,Desktop
742,AMD EPYC 7501,CPU,2017-06-29,14.0,170.0,213.0,4800.0,2000.0,GF,AMD,3616.0,24925,6.89,1925,0.53,155.0,160.81,32,2017,SP3,Server
1071,AMD Ryzen 3 PRO 1200,CPU,2017-06-29,14.0,65.0,192.0,4800.0,3100.0,GF,AMD,,6347,,1936,,65.0,97.65,4,2017,AM4,Desktop
1206,AMD EPYC 7351,CPU,2017-06-29,14.0,170.0,213.0,4800.0,2400.0,GF,AMD,883.99,23566,26.66,1821,2.06,155.0,152.04,16,2019,SP3,Server
838,AMD EPYC 7401P,CPU,2017-06-29,14.0,170.0,213.0,4800.0,2000.0,GF,AMD,249.99,28271,113.09,1689,6.76,155.0,182.4,24,2017,SP3,Server
508,Intel Xeon Gold 6154,CPU,2017-07-11,14.0,200.0,,8000.0,3000.0,Intel,Intel,3798.95,28848,7.59,2264,0.6,200.0,144.24,18,2017,FCLGA3647,Server
437,Intel Xeon Silver 4116,CPU,2017-07-11,14.0,85.0,,8000.0,2100.0,Intel,Intel,389.99,14931,38.29,1709,4.38,85.0,175.66,12,2018,FCLGA3647,Server
559,Intel Xeon Bronze 3106,CPU,2017-07-11,14.0,85.0,,8000.0,2100.0,Intel,Intel,334.31,5754,17.21,1013,3.03,85.0,67.7,8,2018,FCLGA3647,Server
796,AMD A12-9800E,CPU,2017-07-27,28.0,35.0,246.0,1178.0,3100.0,Unknown,AMD,371.05,3447,9.29,1604,4.32,35.0,98.49,4,2017,AM4,Desktop
1093,AMD Ryzen 3 1200,CPU,2017-07-27,14.0,65.0,192.0,4800.0,3100.0,GF,AMD,103.55,6304,60.88,1927,18.61,65.0,96.98,4,2017,AM4,Desktop
1060,AMD A6-9500,CPU,2017-07-27,28.0,65.0,246.0,1178.0,3500.0,Unknown,AMD,75.42,1864,24.72,1618,21.45,65.0,28.68,2,2016,AM4,Desktop
908,AMD A10-9700,CPU,2017-07-27,28.0,65.0,246.0,1178.0,3500.0,Unknown,AMD,91.75,3546,38.64,1616,17.61,65.0,54.55,4,2016,AM4,Desktop
835,AMD Ryzen 3 1300X,CPU,2017-07-27,14.0,65.0,192.0,4800.0,3400.0,GF,AMD,115.0,6925,60.22,2096,18.23,65.0,106.54,4,2017,AM4,Desktop
971,AMD A12-9800,CPU,2017-07-27,28.0,65.0,246.0,1178.0,3800.0,Unknown,AMD,124.85,3447,27.61,1607,12.87,65.0,53.03,2,2016,AM4,Desktop
945,AMD Athlon X4 950,CPU,2017-07-27,28.0,65.0,246.0,1178.0,3500.0,Unknown,AMD,35.99,3611,100.32,1663,46.2,65.0,55.55,4,2017,AM4,Desktop
769,AMD A10-9700E,CPU,2017-07-27,28.0,35.0,246.0,1178.0,3000.0,Unknown,AMD,92.99,2947,31.7,1413,15.2,35.0,84.21,4,2017,AM4,Desktop
941,AMD A8-9600,CPU,2017-07-27,28.0,65.0,246.0,1178.0,3100.0,Unknown,AMD,98.99,3291,33.24,1486,15.02,65.0,50.62,4,2017,AM4,Desktop
1064,AMD A6-9500E,CPU,2017-07-27,28.0,35.0,246.0,1178.0,3000.0,Unknown,AMD,74.45,1841,24.72,1478,19.85,35.0,52.59,2,2018,AM4,Desktop
1110,AMD Ryzen Threadripper 1920,CPU,2017-07-29,14.0,140.0,213.0,9600.0,3200.0,GF,AMD,,22066,,2299,,140.0,157.62,12,2021,sTR4,Desktop
492,Intel Xeon E3-1285 v6,CPU,2017-08-01,14.0,79.0,160.0,1400.0,4100.0,Intel,Intel,544.91,9276,17.02,2692,4.94,79.0,117.41,4,2018,FCLGA1151,Server
848,AMD Ryzen Threadripper 1920X,CPU,2017-08-10,14.0,180.0,213.0,9600.0,3500.0,GF,AMD,299.99,22903,76.35,2300,7.67,180.0,127.24,12,2017,sTR4,Desktop
895,AMD Ryzen Threadripper 1950X,CPU,2017-08-10,14.0,180.0,213.0,9600.0,3400.0,GF,AMD,684.47,28037,40.96,2293,3.35,180.0,155.76,16,2017,sTR4,Desktop
163,Intel Core i7-8550U,CPU,2017-08-21,14.0,15.0,123.0,,1800.0,Intel,Intel,,5964,,2076,,15.0,397.63,4,2017,FC-BGA1356,Laptop
384,Intel Core i5-8250U,CPU,2017-08-21,14.0,15.0,123.0,,1600.0,Intel,Intel,,5941,,1932,,15.0,396.03,4,2017,FC-BGA1356,Laptop
672,Intel Core i5-8350U,CPU,2017-08-21,14.0,15.0,123.0,,1700.0,Intel,Intel,297.0,6284,21.16,2031,6.84,15.0,418.94,4,2017,FC-BGA1356,Laptop
265,Intel Core i7-8650U,CPU,2017-08-21,14.0,15.0,123.0,,1900.0,Intel,Intel,1049.0,6358,6.06,2154,2.05,15.0,423.89,4,2017,FC-BGA1356,Laptop
787,AMD Ryzen Threadripper 1900X,CPU,2017-08-31,14.0,125.0,213.0,9600.0,3800.0,GF,AMD,249.99,16955,67.82,2343,9.37,180.0,94.19,8,2017,sTR4,Desktop
503,Intel Core i9-7940X,CPU,2017-09-01,14.0,165.0,,,3100.0,Intel,Intel,548.87,26508,48.3,2490,4.54,165.0,160.65,14,2017,FCLGA2066,Desktop
333,Intel Core i9-7980XE,CPU,2017-09-01,14.0,165.0,,,2600.0,Intel,Intel,816.42,29842,36.55,2474,3.03,165.0,180.86,18,2017,FCLGA2066,Desktop
223,Intel Core i9-7960X,CPU,2017-09-01,14.0,165.0,,,2800.0,Intel,Intel,990.97,26699,26.94,2525,2.55,165.0,161.81,16,2017,FCLGA2066,Desktop
251,Intel Core i9-7920X,CPU,2017-09-10,14.0,140.0,,,2900.0,Intel,Intel,375.0,23292,62.11,2467,6.58,140.0,166.37,12,2017,FCLGA2066,Desktop
225,Intel Xeon W-2195,CPU,2017-09-29,14.0,140.0,,,2300.0,Intel,Intel,1983.82,27325,13.77,2413,1.22,140.0,195.18,18,2017,FCLGA2066,Server
42,Intel Core i5-8600K,CPU,2017-10-05,14.0,95.0,,,3600.0,Intel,Intel,235.99,10195,43.2,2609,11.05,95.0,107.32,6,2017,FCLGA1151-2,Desktop
343,Intel Core i5-8400,CPU,2017-10-05,14.0,65.0,,,2800.0,Intel,Intel,230.0,9222,40.1,2404,10.45,65.0,141.88,6,2017,FCLGA1151-2,Desktop
690,Intel Core i3-8100,CPU,2017-10-05,14.0,62.0,,,2800.0,Intel,Intel,169.99,6163,36.26,2240,13.18,65.0,94.82,4,2017,FCLGA1151-2,Desktop
159,Intel Core i3-8350K,CPU,2017-10-05,14.0,91.0,,,4000.0,Intel,Intel,206.16,6862,33.29,2489,12.07,91.0,75.41,4,2017,FCLGA1151-2,Desktop
382,Intel Core i7-8700K,CPU,2017-10-05,14.0,95.0,154.0,,3700.0,Intel,Intel,309.0,13850,44.82,2764,8.95,95.0,145.79,6,2017,FCLGA1151-2,Desktop
1126,AMD Ryzen 7 PRO 2700U,CPU,2017-10-26,14.0,15.0,246.0,,2200.0,GF,AMD,,7372,,2051,,15.0,491.46,4,2018,FP5,Laptop
960,AMD Ryzen 7 2700U,CPU,2017-10-26,14.0,15.0,246.0,,2200.0,GF,AMD,,6895,,1806,,15.0,459.65,4,2017,FP5,Laptop
998,AMD Ryzen 5 2500U,CPU,2017-10-26,14.0,15.0,246.0,,2000.0,GF,AMD,,6555,,1834,,15.0,436.97,4,2017,FP5,Laptop
400,Intel Pentium Silver J5005,CPU,2017-12-01,14.0,10.0,,,1500.0,Intel,Intel,521.99,3040,5.82,1206,2.31,10.0,304,4,2017,FCBGA1090,Desktop
43,Intel Core i7-8700,CPU,2018-01-01,14.0,65.0,154.0,,3200.0,Intel,Intel,260.99,13046,49.99,2662,10.2,65.0,200.71,6,2017,FCLGA1151-2,Desktop
972,AMD Ryzen 3 2300U,CPU,2018-01-08,14.0,15.0,246.0,,2000.0,GF,AMD,,5507,,1745,,15.0,367.11,4,2018,FP5,Laptop
1209,AMD Ryzen 3 2200U,CPU,2018-01-08,14.0,15.0,246.0,,2500.0,GF,AMD,,3686,,1681,,15.0,245.72,2,2017,FP5,Laptop
365,Intel Core i7-8705G,CPU,2018-02-01,14.0,65.0,,,3100.0,Intel,Intel,1535.11,7947,5.18,2288,1.49,65.0,122.26,4,2018,BGA2270,Laptop
326,Intel Core i5-8305G,CPU,2018-02-01,14.0,65.0,,,2800.0,Intel,Intel,,7073,,2118,,65.0,108.82,4,2018,BGA2270,Laptop
521,Intel Core i7-8706G,CPU,2018-02-01,14.0,65.0,,,3100.0,Intel,Intel,,8388,,2543,,65.0,129.04,4,2018,BGA2270,Laptop
693,Intel Core i7-8709G,CPU,2018-02-01,14.0,65.0,,,3100.0,Intel,Intel,,7990,,2291,,100.0,79.9,4,2018,BGA2270,Laptop
27,Intel Core i7-8809G,CPU,2018-02-01,14.0,65.0,,,3100.0,Intel,Intel,,8759,,2458,,100.0,87.59,4,2018,BGA2270,Laptop
1080,AMD Ryzen 5 2400G,CPU,2018-02-12,14.0,65.0,210.0,4950.0,3600.0,GF,AMD,214.0,8729,40.79,2158,10.09,65.0,134.29,4,2018,AM4,Desktop
1088,AMD Ryzen 3 2200G,CPU,2018-02-12,14.0,65.0,210.0,4950.0,3500.0,GF,AMD,124.0,6781,54.69,2060,16.61,65.0,104.33,4,2018,AM4,Desktop
25,Intel Core i3-8130U,CPU,2018-02-13,14.0,15.0,123.0,,2400.0,Intel,Intel,281.0,3648,12.98,1942,6.91,15.0,243.19,2,2018,FCBGA1356,Laptop
15,Intel Core i3-8300,CPU,2018-02-14,14.0,62.0,,,3700.0,Intel,Intel,265.7,6136,23.1,2262,8.51,62.0,98.97,4,2018,FCLGA1151-2,Desktop
657,Intel Core i5-8600,CPU,2018-02-14,14.0,65.0,,,3100.0,Intel,Intel,275.67,9849,35.73,2582,9.36,65.0,151.52,6,2018,FCLGA1151-2,Desktop
714,Intel Core i5-8500,CPU,2018-02-14,14.0,65.0,,,3000.0,Intel,Intel,190.0,9576,50.4,2485,13.08,65.0,147.32,6,2018,FCLGA1151-2,Desktop
1086,AMD Ryzen Embedded V1202B,CPU,2018-02-21,14.0,15.0,210.0,4950.0,2300.0,GF,AMD,,3253,,1424,,15.0,216.87,2,2018,FP5,"Laptop, Mobile/Embedded"
774,AMD Ryzen Embedded V1807B,CPU,2018-02-21,14.0,45.0,210.0,4950.0,3350.0,GF,AMD,,8488,,2190,,45.0,188.62,4,2018,FP5,"Laptop, Mobile/Embedded"
798,AMD Ryzen Embedded V1605B,CPU,2018-02-21,14.0,15.0,210.0,4950.0,2000.0,GF,AMD,,6822,,1961,,15.0,454.81,4,2018,FP5,"Laptop, Mobile/Embedded"
1148,AMD Ryzen Embedded V1756B,CPU,2018-02-21,14.0,45.0,210.0,4950.0,3250.0,GF,AMD,,8215,,2143,,45.0,182.55,4,2019,FP5,"Desktop, Mobile/Embedded"
352,Intel Core i7-8850H,CPU,2018-04-02,14.0,45.0,149.0,,2700.0,Intel,Intel,395.0,10333,26.16,2399,6.07,45.0,229.62,6,2018,FCBGA1440,Laptop
283,Intel Core i5-8300H,CPU,2018-04-02,14.0,45.0,126.0,,2300.0,Intel,Intel,250.0,7542,30.17,2309,9.24,45.0,167.59,4,2018,FCLGA1151-2,Laptop
231,Intel Core i3-8300T,CPU,2018-04-02,14.0,35.0,,,3200.0,Intel,Intel,158.95,5827,36.66,2005,12.62,25.0,233.07,4,2018,FCLGA1151-2,Desktop
243,Intel Core i7-8750H,CPU,2018-04-02,14.0,45.0,149.0,,2200.0,Intel,Intel,395.0,10085,25.53,2331,5.9,45.0,224.12,6,2018,FCBGA1440,Laptop
260,Intel Core i7-8700T,CPU,2018-04-02,14.0,35.0,154.0,,2400.0,Intel,Intel,343.02,10431,30.41,2366,6.9,35.0,298.04,6,2018,FCLGA1151-2,Desktop
284,Intel Core i9-8950HK,CPU,2018-04-02,14.0,95.0,149.0,,2900.0,Intel,Intel,583.0,10803,18.53,2489,4.27,45.0,240.06,6,2018,FCBGA1440,Laptop
259,Intel Core i5-8600T,CPU,2018-04-02,14.0,35.0,,,2300.0,Intel,Intel,199.99,8227,41.14,2180,10.9,35.0,235.06,6,2018,FCLGA1151-2,Desktop
155,Intel Core i5-8500T,CPU,2018-04-02,14.0,35.0,,,2100.0,Intel,Intel,247.53,7699,31.11,2045,8.26,35.0,219.98,6,2018,FCLGA1151-2,Desktop
675,Intel Core i5-8400H,CPU,2018-04-02,14.0,45.0,126.0,,2500.0,Intel,Intel,250.0,8037,32.15,2466,9.86,45.0,178.61,4,2018,FCBGA1440,Laptop
624,Intel Pentium Gold G5400,CPU,2018-04-02,14.0,51.0,,,3700.0,Intel,Intel,112.88,3723,32.98,2224,19.71,54.0,68.94,2,2018,FCLGA1151-2,Desktop
406,Intel Pentium Gold G5500,CPU,2018-04-02,14.0,51.0,,,3800.0,Intel,Intel,169.87,3770,22.2,2258,13.29,54.0,69.82,2,2018,FCLGA1151-2,Desktop
616,Intel Pentium Gold G5600,CPU,2018-04-02,14.0,51.0,,,3900.0,Intel,Intel,158.0,3769,23.85,2291,14.5,54.0,69.79,2,2018,FCLGA1151-2,Desktop
442,Intel Core i3-8100T,CPU,2018-04-02,14.0,35.0,,,3100.0,Intel,Intel,262.83,5291,20.13,1922,7.31,35.0,151.18,4,2018,FCLGA1151-2,Desktop
594,Intel Core i5-8400T,CPU,2018-04-02,14.0,35.0,,,1700.0,Intel,Intel,239.84,7447,31.05,1924,8.02,35.0,212.77,6,2018,FCLGA1151-2,Desktop
208,Intel Celeron G4920,CPU,2018-04-03,14.0,51.0,,,3200.0,Intel,Intel,212.73,2406,11.31,1965,9.24,54.0,44.56,2,2018,FCLGA1151-2,Desktop
