Unnamed: 0,CPUname,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor,FP16 GFLOPS,FP32 GFLOPS,FP64 GFLOPS
139,Intel Xeon E5-1660 v2,CPU,2013-09-01,22.0,130.0,160.0,1400.0,3700.0,Intel,Intel,,,
144,Intel Pentium 4 1.80,CPU,2001-08-27,180.0,67.0,217.0,42.0,1800.0,Intel,Intel,,,
146,Intel Pentium 4 506,CPU,2005-06-01,90.0,84.0,109.0,125.0,2660.0,Intel,Intel,,,
147,Intel Core i7-3840QM,CPU,2012-09-03,22.0,45.0,160.0,1400.0,2800.0,Intel,Intel,,,
148,Intel Pentium 4 2.53,CPU,2002-05-06,130.0,110.0,146.0,55.0,2527.0,Intel,Intel,,,
149,Intel Mobile Pentium 4 2.40,CPU,2003-06-11,130.0,60.0,131.0,55.0,2400.0,Intel,Intel,,,
150,Intel Xeon Phi 7110P,CPU,2012-11-12,22.0,300.0,350.0,5000.0,1250.0,Intel,Intel,,,
151,Intel Core i3-7300,CPU,2017-01-03,14.0,51.0,,,4000.0,Intel,Intel,,,
152,Intel Core i7-3520M,CPU,2012-06-03,22.0,35.0,118.0,,2900.0,Intel,Intel,,,
155,Intel Atom Z625,CPU,2010-05-04,45.0,2.0,65.0,140.0,1900.0,Intel,Intel,,,
156,Intel Core i5-4200U,CPU,2013-06-04,22.0,15.0,118.0,1400.0,1600.0,Intel,Intel,,,
157,Intel Pentium E5700,CPU,2010-08-08,45.0,65.0,82.0,228.0,3000.0,Intel,Intel,,,
158,Intel Core i3-3110M,CPU,2012-06-01,22.0,35.0,118.0,,2400.0,Intel,Intel,,,
159,Intel Pentium G3420T,CPU,2013-09-01,22.0,35.0,177.0,1400.0,2700.0,Intel,Intel,,,
162,Intel Pentium 4-M 2.00,CPU,2002-06-24,130.0,32.0,131.0,55.0,2000.0,Intel,Intel,,,
163,Intel Xeon E5620,CPU,2010-03-16,32.0,80.0,239.0,1170.0,2400.0,Intel,Intel,,,
164,Intel Core i3-3120M,CPU,2012-09-30,22.0,35.0,118.0,,2500.0,Intel,Intel,,,
167,Intel Core i3-3120ME,CPU,2012-08-01,22.0,35.0,118.0,,2400.0,Intel,Intel,,,
169,Intel Xeon E-2124G,CPU,2018-05-31,14.0,72.0,126.0,1400.0,3400.0,Intel,Intel,,,
175,Intel Core i5-2310,CPU,2011-05-22,32.0,95.0,216.0,1160.0,2900.0,Intel,Intel,,,
177,Intel Core i7-10700K,CPU,2020-04-30,14.0,125.0,,,3800.0,Intel,Intel,,,
180,Intel Celeron 877,CPU,2012-07-01,32.0,17.0,131.0,504.0,1400.0,Intel,Intel,,,
182,Intel Core i3-5157U,CPU,2015-03-01,14.0,28.0,,,2500.0,Intel,Intel,,,
183,Intel Core i3-4130,CPU,2013-09-01,22.0,54.0,177.0,1400.0,3400.0,Intel,Intel,,,
184,Intel Core i7-3910K,CPU,2013-07-24,32.0,130.0,435.0,2270.0,3000.0,Intel,Intel,,,
185,Intel Core i7-3632QM,CPU,2012-10-19,22.0,35.0,160.0,1480.0,2200.0,Intel,Intel,,,
186,Intel Core i7-8670T,CPU,2018-09-01,14.0,35.0,,,2300.0,Intel,Intel,,,
188,Intel Core i7-5650U,CPU,2015-03-01,14.0,15.0,,,2200.0,Intel,Intel,,,
189,Intel Pentium 4 HT 515,CPU,2001-01-01,90.0,84.0,109.0,125.0,2933.0,Intel,Intel,,,
191,Intel Core i5-7600,CPU,2017-01-03,14.0,65.0,,,3500.0,Intel,Intel,,,
192,Intel Xeon 2.8,CPU,2005-10-10,90.0,135.0,213.0,200.0,2800.0,Intel,Intel,,,
193,Intel Core 2 Duo E7600,CPU,2009-05-10,45.0,65.0,82.0,228.0,3067.0,Intel,Intel,,,
194,Intel Core i7-9700K,CPU,2018-10-19,14.0,95.0,,,3600.0,Intel,Intel,,,
198,Intel Pentium G3450,CPU,2014-05-01,22.0,54.0,177.0,1400.0,3300.0,Intel,Intel,,,
200,Intel Xeon E7-8860 v3,CPU,2015-06-01,22.0,140.0,160.0,1400.0,2200.0,Intel,Intel,,,
201,Intel Xeon 5140,CPU,2006-06-26,65.0,65.0,,,2333.0,Intel,Intel,,,
204,Intel Core i7-4940MX,CPU,2014-01-20,22.0,57.0,177.0,1400.0,3100.0,Intel,Intel,,,
205,Intel Core 2 Quad Q6600 (105W),CPU,2007-01-07,65.0,105.0,143.0,582.0,2400.0,Intel,Intel,,,
208,Intel Core i7-3740QM,CPU,2012-09-03,22.0,45.0,160.0,1400.0,2700.0,Intel,Intel,,,
209,Intel Core i3-4150T,CPU,2014-05-01,22.0,35.0,177.0,1400.0,2900.0,Intel,Intel,,,
210,Intel Atom N570,CPU,2011-03-01,45.0,9.0,87.0,176.0,1667.0,Intel,Intel,,,
211,Intel Core 2 Duo T7300,CPU,2006-07-27,65.0,35.0,143.0,293.0,2000.0,Intel,Intel,,,
212,Intel Atom E645C,CPU,2010-11-22,45.0,4.0,26.0,47.0,1000.0,Intel,Intel,,,
213,Intel Core i7-5820K,CPU,2014-09-01,22.0,140.0,356.0,2600.0,3300.0,Intel,Intel,,,
214,Intel Celeron E3400,CPU,2010-01-17,45.0,65.0,82.0,228.0,2600.0,Intel,Intel,,,
216,Intel Pentium G632,CPU,2011-09-04,32.0,65.0,131.0,504.0,2700.0,Intel,Intel,,,
217,Intel Pentium 4 HT 531,CPU,2005-06-12,90.0,84.0,109.0,125.0,3000.0,Intel,Intel,,,
220,Intel Pentium 4 HT 3.20,CPU,2003-06-23,130.0,82.0,131.0,55.0,3200.0,Intel,Intel,,,
222,Intel Core i3-3110M,CPU,2012-06-01,22.0,35.0,118.0,,2400.0,Intel,Intel,,,
223,Intel Core i7-5550U,CPU,2015-03-01,14.0,15.0,,,2000.0,Intel,Intel,,,
226,Intel Pentium 4 2.0,CPU,2002-01-07,130.0,92.0,146.0,125.0,2000.0,Intel,Intel,,,
228,Intel Celeron G1620T,CPU,2013-09-01,22.0,35.0,94.0,,2400.0,Intel,Intel,,,
233,Intel Core i5-4350U,CPU,2013-06-04,22.0,15.0,118.0,1400.0,1400.0,Intel,Intel,,,
235,Intel Celeron B820,CPU,2012-07-01,32.0,35.0,131.0,504.0,1700.0,Intel,Intel,,,
236,Intel Xeon W3670,CPU,2010-08-29,32.0,130.0,239.0,1170.0,3200.0,Intel,Intel,,,
237,Intel Core i7-7740X,CPU,2017-06-26,14.0,112.0,,,4300.0,Intel,Intel,,,
238,Intel Core i7-4610M,CPU,2014-02-01,22.0,37.0,118.0,1300.0,3000.0,Intel,Intel,,,
240,Intel Celeron N2805,CPU,2013-09-11,22.0,4.0,,,1463.0,Intel,Intel,,,
241,Intel Pentium 4 HT 631,CPU,2006-01-05,65.0,86.0,81.0,188.0,3000.0,Intel,Intel,,,
242,Intel Xeon L5609,CPU,2010-03-16,32.0,40.0,239.0,1170.0,1866.0,Intel,Intel,,,
244,Intel Core i5-8420T,CPU,2018-09-01,14.0,35.0,,,1800.0,Intel,Intel,,,
247,Intel Xeon E5603,CPU,2011-02-14,32.0,80.0,239.0,1170.0,1600.0,Intel,Intel,,,
248,Intel Pentium G2100T,CPU,2012-09-03,22.0,35.0,94.0,,2600.0,Intel,Intel,,,
250,Intel Pentium 4 HT 660,CPU,2005-02-20,90.0,84.0,109.0,169.0,3600.0,Intel,Intel,,,
252,Intel Core i7-10750H,CPU,2020-04-02,14.0,45.0,,,2600.0,Intel,Intel,,,
253,Intel Celeron 887,CPU,2012-09-01,32.0,17.0,131.0,504.0,1500.0,Intel,Intel,,,
255,Intel Xeon E-2124,CPU,2018-05-31,14.0,72.0,126.0,1400.0,3400.0,Intel,Intel,,,
261,Intel Pentium B980,CPU,2012-09-01,32.0,35.0,131.0,504.0,2400.0,Intel,Intel,,,
263,Intel Celeron B810,CPU,2011-03-01,32.0,35.0,131.0,504.0,1600.0,Intel,Intel,,,
264,Intel A100,CPU,2007-06-01,90.0,3.0,66.0,176.0,600.0,Intel,Intel,,,
266,Intel Core i9-9820X,CPU,2018-10-19,14.0,165.0,,,3300.0,Intel,Intel,,,
268,Intel Xeon Phi SE10P,CPU,2012-11-12,22.0,300.0,350.0,5000.0,1100.0,Intel,Intel,,,
269,Intel Core 2 Duo E6750,CPU,2007-07-01,65.0,65.0,143.0,291.0,2667.0,Intel,Intel,,,
270,Intel Core i7-990X,CPU,2011-02-24,32.0,130.0,239.0,1170.0,3466.0,Intel,Intel,,,
271,Intel Core i5-9400,CPU,2018-10-19,14.0,65.0,,,2900.0,Intel,Intel,,,
272,Intel Core 2 Duo E4300,CPU,2006-07-27,65.0,65.0,111.0,167.0,1800.0,Intel,Intel,,,
274,Intel Pentium 4 HT 2.80,CPU,2003-05-21,130.0,70.0,131.0,55.0,2800.0,Intel,Intel,,,
278,Intel Pentium 4 HT 620,CPU,2005-02-20,90.0,84.0,135.0,169.0,2800.0,Intel,Intel,,,
279,Intel Core 2 Duo T5600,CPU,2006-07-27,65.0,35.0,143.0,,1833.0,Intel,Intel,,,
283,Intel Core Solo T1200,CPU,2006-01-05,65.0,27.0,90.0,151.0,1500.0,Intel,Intel,,,
284,Intel Xeon Phi 7285,CPU,2017-12-01,14.0,250.0,,8000.0,1300.0,Intel,Intel,,,
286,Intel Xeon Phi 31S1P,CPU,2013-06-17,22.0,270.0,350.0,5000.0,1100.0,Intel,Intel,,,
288,Intel Xeon MP 7040 Dual-Core,CPU,2005-12-01,90.0,135.0,213.0,200.0,3000.0,Intel,Intel,,,
289,Intel Pentium 4 2.80,CPU,2002-08-25,130.0,110.0,146.0,55.0,2793.0,Intel,Intel,,,
291,Intel Celeron G1840T,CPU,2014-05-01,22.0,54.0,177.0,1400.0,2500.0,Intel,Intel,,,
292,Intel Core i3-3120M,CPU,2012-09-30,22.0,35.0,118.0,,2500.0,Intel,Intel,,,
294,Intel Core i7-11700T,CPU,2021-03-16,14.0,35.0,,,1400.0,Intel,Intel,,,
295,Intel Pentium 4 1.9,CPU,2001-08-27,180.0,69.0,217.0,42.0,1900.0,Intel,Intel,,,
302,Intel Pentium 2117U,CPU,2012-09-01,22.0,17.0,118.0,1400.0,1800.0,Intel,Intel,,,
304,Intel Core 2 Quad Q7600,CPU,2009-08-31,45.0,95.0,82.0,456.0,2700.0,Intel,Intel,,,
305,Intel Xeon E7-8870,CPU,2011-04-03,32.0,130.0,513.0,2600.0,2400.0,Intel,Intel,,,
308,Intel Core 2 Duo T5200,CPU,2006-07-27,65.0,35.0,143.0,,1600.0,Intel,Intel,,,
310,Intel Xeon W5580,CPU,2009-03-30,45.0,130.0,263.0,731.0,3200.0,Intel,Intel,,,
313,Intel Core i3-7350K,CPU,2017-01-03,14.0,60.0,,,4200.0,Intel,Intel,,,
315,Intel Xeon Phi 7235,CPU,2017-12-01,14.0,250.0,,8000.0,1300.0,Intel,Intel,,,
318,Intel Xeon MP 7030 Dual-Core,CPU,2005-12-01,90.0,135.0,213.0,200.0,2833.0,Intel,Intel,,,
319,Intel Core i5-9600K,CPU,2018-10-19,14.0,95.0,,,3700.0,Intel,Intel,,,
322,Intel Core i5-10300H,CPU,2020-09-17,14.0,45.0,,,2500.0,Intel,Intel,,,
323,Intel Core i7-5557U,CPU,2015-03-01,14.0,28.0,,,3100.0,Intel,Intel,,,
324,Intel Core i7-2860QM,CPU,2011-09-04,32.0,45.0,216.0,1160.0,2500.0,Intel,Intel,,,
325,Intel Core i7-9750HF,CPU,2019-04-23,14.0,45.0,149.0,,2600.0,Intel,Intel,,,
326,Intel Pentium 350,CPU,2011-11-21,32.0,15.0,131.0,504.0,1200.0,Intel,Intel,,,
328,Intel Core M-5Y70,CPU,2014-09-05,14.0,5.0,50.0,,1100.0,Intel,Intel,,,
329,Intel Pentium 4 HT 2.40,CPU,2003-05-21,130.0,66.0,131.0,55.0,2400.0,Intel,Intel,,,
331,Intel Atom E620T,CPU,2010-09-14,45.0,3.0,26.0,47.0,600.0,Intel,Intel,,,
334,Intel Atom E3825,CPU,2013-10-08,22.0,6.0,,,1333.0,Intel,Intel,,,
335,Intel Celeron N2808,CPU,2014-05-22,22.0,4.0,,,1580.0,Intel,Intel,,,
339,Intel Core i5-670,CPU,2010-01-07,32.0,73.0,81.0,382.0,3466.0,Intel,Intel,,,
340,Intel Xeon Platinum 8358,CPU,2021-04-06,10.0,250.0,,,2600.0,Intel,Intel,,,
341,Intel Core 2 Duo U7600,CPU,2007-04-27,65.0,10.0,111.0,293.0,1200.0,Intel,Intel,,,
342,Intel Core i7-4760HQ,CPU,2014-02-01,22.0,47.0,264.0,1400.0,2100.0,Intel,Intel,,,
343,Intel Pentium D 940,CPU,2006-01-16,65.0,130.0,140.0,376.0,3200.0,Intel,Intel,,,
345,Intel Core i5-4300M,CPU,2013-09-01,22.0,37.0,118.0,1400.0,2600.0,Intel,Intel,,,
346,Intel Core i7-3635QM,CPU,2012-09-01,22.0,45.0,160.0,1480.0,2400.0,Intel,Intel,,,
350,Intel Core i5-3330S,CPU,2012-09-03,22.0,77.0,133.0,,2700.0,Intel,Intel,,,
351,Intel Xeon Platinum 8352S,CPU,2021-04-06,10.0,205.0,,,2200.0,Intel,Intel,,,
352,Intel Pentium 4 2.40,CPU,2004-03-01,90.0,110.0,109.0,125.0,2400.0,Intel,Intel,,,
353,Intel Xeon MP 3.00,CPU,2005-03-29,90.0,135.0,,286.0,3000.0,Intel,Intel,,,
354,Intel Xeon E5-2695 v2,CPU,2013-09-01,22.0,115.0,160.0,1400.0,2400.0,Intel,Intel,,,
355,Intel Pentium M 725,CPU,2004-06-23,90.0,21.0,84.0,140.0,1600.0,Intel,Intel,,,
357,Intel Xeon 5110,CPU,2006-06-26,65.0,65.0,,,1600.0,Intel,Intel,,,
359,Intel Mobile Pentium 4 2.80,CPU,2003-06-11,130.0,68.0,131.0,55.0,2800.0,Intel,Intel,,,
360,Intel Core i7-4960X,CPU,2013-09-03,22.0,130.0,257.0,1860.0,3600.0,Intel,Intel,,,
361,Intel Core i3-9350K,CPU,2019-04-23,14.0,91.0,,,4000.0,Intel,Intel,,,
365,Intel Celeron 2.40,CPU,2003-03-31,130.0,73.0,146.0,55.0,2400.0,Intel,Intel,,,
367,Intel Atom CE4150,CPU,2009-09-24,45.0,7.0,26.0,47.0,1200.0,Intel,Intel,,,
370,Intel Core i9-9940X,CPU,2018-10-19,14.0,165.0,,,3300.0,Intel,Intel,,,
371,Intel Core 2 Quad Q9400,CPU,2008-08-10,45.0,95.0,81.0,456.0,2666.0,Intel,Intel,,,
372,Intel Xeon E7-8891 v3,CPU,2015-06-01,22.0,165.0,160.0,1400.0,2800.0,Intel,Intel,,,
373,Intel Pentium 967,CPU,2011-10-02,32.0,17.0,131.0,504.0,1300.0,Intel,Intel,,,
374,Intel Core i9-9990XE,CPU,2018-10-19,14.0,255.0,,,4000.0,Intel,Intel,,,
375,Intel Core i7-1160G7,CPU,2020-09-02,10.0,15.0,,,1200.0,Intel,Intel,,,
377,Intel Celeron G460,CPU,2011-12-12,32.0,35.0,131.0,504.0,1800.0,Intel,Intel,,,
378,Intel Core i7-6700T,CPU,2015-09-01,14.0,35.0,,,2800.0,Intel,Intel,,,
380,Intel Celeron G3900,CPU,2015-09-01,14.0,51.0,150.0,1400.0,2800.0,Intel,Intel,,,
381,Intel Pentium G850,CPU,2011-05-22,32.0,65.0,131.0,504.0,2900.0,Intel,Intel,,,
383,Intel Core i7-4810MQ,CPU,2014-01-20,22.0,47.0,177.0,1400.0,2800.0,Intel,Intel,,,
384,Intel Core i9-9920X,CPU,2018-10-19,14.0,165.0,,,3500.0,Intel,Intel,,,
385,Intel Core 2 Duo E8600,CPU,2008-08-08,45.0,65.0,107.0,410.0,3333.0,Intel,Intel,,,
388,Intel Xeon 7130M,CPU,2006-08-27,65.0,150.0,435.0,1328.0,3200.0,Intel,Intel,,,
389,Intel Core i3-4160T,CPU,2014-07-21,22.0,35.0,177.0,1400.0,3100.0,Intel,Intel,,,
391,Intel Atom N470,CPU,2010-03-01,45.0,7.0,66.0,123.0,1834.0,Intel,Intel,,,
393,Intel Core Duo LV L2500,CPU,2006-09-03,65.0,15.0,90.0,151.0,1833.0,Intel,Intel,,,
397,Intel Pentium III 1000,CPU,2001-06-01,180.0,29.0,80.0,44.0,1000.0,Intel,Intel,,,
398,Intel Core i3-10100,CPU,2020-04-30,14.0,65.0,,,3600.0,Intel,Intel,,,
399,Intel Atom Z530,CPU,2008-04-02,45.0,2.0,26.0,47.0,1600.0,Intel,Intel,,,
400,Intel Xeon W3580,CPU,2009-08-09,45.0,130.0,263.0,731.0,3333.0,Intel,Intel,,,
401,Intel Core i5-9600KF,CPU,2019-01-08,14.0,95.0,,,3700.0,Intel,Intel,,,
405,Intel Core i5-2435M,CPU,2011-09-01,32.0,35.0,149.0,624.0,2400.0,Intel,Intel,,,
408,Intel Pentium III  800,CPU,2001-06-01,180.0,38.0,80.0,44.0,800.0,Intel,Intel,,,
410,Intel Pentium 4-M 1.40,CPU,2002-04-23,130.0,21.0,131.0,55.0,1400.0,Intel,Intel,,,
411,Intel Core i3-2377M,CPU,2012-09-01,32.0,17.0,149.0,624.0,1500.0,Intel,Intel,,,
412,Intel Atom D510,CPU,2009-12-21,45.0,13.0,66.0,176.0,1667.0,Intel,Intel,,,
413,Intel Core i7-5775C,CPU,2015-05-15,14.0,65.0,,,3300.0,Intel,Intel,,,
414,Intel Core Duo T2250,CPU,2006-05-01,65.0,31.0,90.0,151.0,1733.0,Intel,Intel,,,
415,Intel Atom N455,CPU,2010-06-01,45.0,7.0,66.0,123.0,1667.0,Intel,Intel,,,
416,Intel Core i7-10510Y,CPU,2019-08-21,14.0,9.0,,,1200.0,Intel,Intel,,,
417,Intel Pentium D 840,CPU,2005-05-26,90.0,130.0,206.0,169.0,3200.0,Intel,Intel,,,
418,Intel Xeon E5-2609 v2,CPU,2013-09-01,22.0,80.0,160.0,1400.0,2500.0,Intel,Intel,,,
419,Intel Core 2 Duo E4600,CPU,2007-10-21,65.0,65.0,111.0,167.0,2400.0,Intel,Intel,,,
420,Intel Xeon E7-8893 v3,CPU,2015-06-01,22.0,140.0,160.0,1400.0,3200.0,Intel,Intel,,,
